Event.Date,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Total.Fatal.Serious,Total.People,Critical.Injury.Rate,Plane.Destroyed,Aircraft.Type
2007-08-03,Non-Fatal,Substantial,Grumman,AA5A,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Grumman AA5A
2007-08-05,Non-Fatal,Substantial,Beech,36,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Beech 36
2007-08-05,Fatal(5),Destroyed,Beech,E90B,2.0,Turbo Prop,,5.0,,,,VMC,5.0,5.0,1.0,True,Beech E90B
2007-08-06,Non-Fatal,Substantial,Piper,PA-18,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18
2007-08-07,Non-Fatal,Substantial,Cessna,421B,2.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 421B
2007-08-07,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 180
2007-08-08,Non-Fatal,Substantial,Cessna,T337G,2.0,Reciprocating,Personal,,2.0,,,VMC,2.0,2.0,1.0,False,Cessna T337G
2007-08-08,Non-Fatal,Substantial,Maule,M-5-235,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Maule M-5-235
2007-08-09,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182P
2007-08-10,Non-Fatal,Substantial,Cessna,182,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182
2007-08-10,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Personal,,,1.0,1.0,VMC,0.0,2.0,0.0,False,Cessna 180
2007-08-11,Non-Fatal,Substantial,Cirrus,SR22,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cirrus SR22
2007-08-12,Non-Fatal,Substantial,Cessna,195,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 195
2007-08-14,Non-Fatal,Substantial,Cessna,172B,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172B
2007-08-15,Non-Fatal,Substantial,Cessna,R182,1.0,Reciprocating,Instructional,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna R182
2007-08-16,Non-Fatal,Substantial,Beech,D55,2.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Beech D55
2007-08-16,Fatal(5),Destroyed,De Havilland,DHC-2,1.0,Reciprocating,,5.0,4.0,,,VMC,9.0,9.0,1.0,True,De Havilland DHC-2
2007-08-17,Non-Fatal,Substantial,Mooney,M20M,1.0,Reciprocating,Personal,,,,5.0,VMC,0.0,5.0,0.0,False,Mooney M20M
2007-08-17,Non-Fatal,Substantial,Cessna,140,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 140
2007-08-19,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,,,2.0,2.0,VMC,0.0,4.0,0.0,False,Cessna 172
2007-08-20,Non-Fatal,Substantial,Cessna,172K,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 172K
2007-08-22,Non-Fatal,Substantial,Beech,C24R,1.0,Reciprocating,Personal,0.0,2.0,2.0,0.0,VMC,2.0,4.0,0.5,False,Beech C24R
2007-08-23,Non-Fatal,Substantial,Learjet,60,2.0,Turbo Fan,,,,,6.0,IMC,0.0,6.0,0.0,False,Learjet 60
2007-08-24,Fatal(2),Substantial,Socata,TB-20 Trinidad,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Socata TB-20 Trinidad
2007-08-25,Non-Fatal,Destroyed,Cessna,180,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,True,Cessna 180
2007-08-26,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,,,1.0,1.0,IMC,0.0,2.0,0.0,False,Cessna 172
2007-08-26,Non-Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Piper PA-28-180
2007-08-27,Non-Fatal,Substantial,Beech,BE-76,2.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Beech BE-76
2007-08-31,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18-150
2007-08-31,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182P
2007-09-01,Non-Fatal,Substantial,Cessna,T210N,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna T210N
2007-09-01,Fatal(5),Destroyed,Beech,A36,1.0,Reciprocating,Personal,5.0,0.0,0.0,0.0,VMC,5.0,5.0,1.0,True,Beech A36
2007-09-02,Non-Fatal,Substantial,Piper,PA-28-181,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-181
2007-09-02,Non-Fatal,Substantial,Maule,M5-210C,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Maule M5-210C
2007-09-03,Non-Fatal,Substantial,Piper,PA-34-200T,2.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Piper PA-34-200T
2007-09-03,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182P
2007-09-03,Non-Fatal,Substantial,Aeronca,S15AC,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Aeronca S15AC
2007-09-06,Fatal(3),Destroyed,Piper,PA-28-140,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,True,Piper PA-28-140
2007-09-08,Non-Fatal,Substantial,Beech,BE-55,2.0,Reciprocating,Positioning,,,,3.0,VMC,0.0,3.0,0.0,False,Beech BE-55
2007-09-08,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,,,5.0,,VMC,0.0,5.0,0.0,False,Cessna 172N
2007-09-08,Non-Fatal,Substantial,Cessna,140,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 140
2007-09-09,Non-Fatal,Substantial,Cessna,177,1.0,Reciprocating,Personal,,,3.0,,VMC,0.0,3.0,0.0,False,Cessna 177
2007-09-09,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Piper PA-28-140
2007-09-10,Non-Fatal,Substantial,Cessna,185,1.0,Reciprocating,,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna 185
2007-09-12,Non-Fatal,Substantial,Cessna,172L,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172L
2007-09-13,Non-Fatal,Substantial,Aviat,A-1B,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Aviat A-1B
2007-09-18,Non-Fatal,Substantial,Piper,PA-22-150,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-22-150
2007-09-20,Non-Fatal,Substantial,Cessna,340A,2.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 340A
2007-09-20,Non-Fatal,Substantial,Cessna,182Q,1.0,Reciprocating,Personal,,,1.0,2.0,VMC,0.0,3.0,0.0,False,Cessna 182Q
2007-09-20,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182P
2007-09-21,Non-Fatal,Substantial,Piper,PA-32,1.0,Reciprocating,Personal,,,,5.0,VMC,0.0,5.0,0.0,False,Piper PA-32
2007-09-22,Non-Fatal,Substantial,Beech,C23,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Beech C23
2007-09-22,Fatal(1),Substantial,Cessna,180,1.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 180
2007-09-22,Non-Fatal,Substantial,Piper,J3,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper J3
2007-09-23,Non-Fatal,Substantial,Cessna,150L,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 150L
2007-09-25,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-140
2007-09-25,Non-Fatal,Substantial,Taylorcraft,BC12-D,1.0,Reciprocating,Personal,,,2.0,,VMC,0.0,2.0,0.0,False,Taylorcraft BC12-D
2007-09-26,Non-Fatal,Substantial,Piper,PA-12,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-12
2007-09-28,Non-Fatal,Substantial,Douglas,DC-9-82 (MD-82),2.0,Turbo Fan,,,,,143.0,VMC,0.0,143.0,0.0,False,Douglas DC-9-82 (MD-82)
2007-09-29,Non-Fatal,Substantial,Piper,PA-24-250,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-24-250
2007-09-29,Non-Fatal,Substantial,Grumman,AA-5 Traveler,1.0,Reciprocating,Personal,,,3.0,1.0,VMC,0.0,4.0,0.0,False,Grumman AA-5 Traveler
2007-09-30,Non-Fatal,Substantial,Beech,F33A,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,0.0,2.0,0.0,False,Beech F33A
2007-09-30,Non-Fatal,Substantial,Bellanca,7GCBC,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Bellanca 7GCBC
2007-09-30,Non-Fatal,Substantial,Cessna,182F,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna 182F
2007-09-30,Non-Fatal,Substantial,Piper,PA-32R-301T,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-32R-301T
2007-10-04,Non-Fatal,Substantial,Cessna,170A,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 170A
2007-10-04,Non-Fatal,Substantial,Cessna,182,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182
2007-10-04,Fatal(3),Destroyed,Raytheon Aircraft Company,C90A,2.0,Turbo Prop,Positioning,3.0,,,,IMC,3.0,3.0,1.0,True,Raytheon Aircraft Company C90A
2007-10-05,Non-Fatal,Substantial,Cessna,150H,1.0,Reciprocating,Instructional,,,1.0,1.0,VMC,0.0,2.0,0.0,False,Cessna 150H
2007-10-06,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,,,2.0,2.0,VMC,0.0,4.0,0.0,False,Cessna 172N
2007-10-06,Non-Fatal,Substantial,Beech,N35,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Beech N35
2007-10-07,Non-Fatal,Substantial,Cessna,170A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 170A
2007-10-07,Non-Fatal,Substantial,Beech,G35,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Beech G35
2007-10-07,Non-Fatal,Substantial,Cessna,182P,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 182P
2007-10-07,Non-Fatal,Substantial,Stinson,108-2,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Stinson 108-2
2007-10-07,Non-Fatal,Substantial,Cessna,Turbo Centurion T210,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna Turbo Centurion T210
2007-10-07,Non-Fatal,Substantial,De Havilland,DHC-2,1.0,Reciprocating,,,,1.0,2.0,VMC,0.0,3.0,0.0,False,De Havilland DHC-2
2007-10-07,Fatal(10),Destroyed,Cessna,208B,1.0,Turbo Prop,Personal,10.0,,,,IMC,10.0,10.0,1.0,True,Cessna 208B
2007-10-07,Fatal(2),Destroyed,Cessna,150L,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,True,Cessna 150L
2007-10-08,Non-Fatal,Substantial,Cessna,150M,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 150M
2007-10-09,Incident,Minor,Airbus,A320-232,2.0,Turbo Fan,,,,2.0,125.0,VMC,0.0,127.0,0.0,False,Airbus A320-232
2007-10-10,Non-Fatal,Substantial,Piper,PA-22/20,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-22/20
2007-10-11,Non-Fatal,Substantial,Cessna,172R,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172R
2007-10-13,Non-Fatal,Substantial,Cessna,150M,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 150M
2007-10-13,Non-Fatal,Substantial,Piper,PA-30,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Piper PA-30
2007-10-14,Non-Fatal,Substantial,Maule,M-5-235-C,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Maule M-5-235-C
2007-10-17,Non-Fatal,Substantial,Learjet,35A,2.0,Turbo Fan,Business,,,,2.0,IMC,0.0,2.0,0.0,False,Learjet 35A
2007-10-19,Non-Fatal,Substantial,Cessna,182,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna 182
2007-10-19,Non-Fatal,Destroyed,Cessna,C-182,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,True,Cessna C-182
2007-10-20,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172N
2007-10-20,Non-Fatal,Substantial,Cessna,150K,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 150K
2007-10-20,Non-Fatal,Substantial,Taylorcraft,F-19,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Taylorcraft F-19
2007-10-20,Incident,Minor,Airbus,A320-211,2.0,Turbo Jet,,,,,138.0,VMC,0.0,138.0,0.0,False,Airbus A320-211
2007-10-23,Non-Fatal,Substantial,Taylorcraft,DCO-65,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,0.0,2.0,0.0,False,Taylorcraft DCO-65
2007-10-23,Fatal(2),Substantial,Piper,PA-44-180,2.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Piper PA-44-180
2007-10-24,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172N
2007-10-25,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Personal,,2.0,1.0,,VMC,2.0,3.0,0.6666666666666666,False,Piper PA-28-140
2007-10-26,Non-Fatal,Substantial,Beech,A36,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Beech A36
2007-10-26,Fatal(2),Destroyed,Piper,PA-28R-200,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,True,Piper PA-28R-200
2007-10-27,Fatal(2),Substantial,Piper,PA-28-181,1.0,Reciprocating,Instructional,2.0,1.0,,,VMC,3.0,3.0,1.0,False,Piper PA-28-181
2007-10-31,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Business,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18-150
2007-11-01,Non-Fatal,Substantial,Piper,PA-28-151,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-151
2007-11-03,Non-Fatal,Substantial,Bellanca,7GCBC,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Bellanca 7GCBC
2007-11-04,Non-Fatal,Substantial,Piper,PA-31-350,2.0,Reciprocating,,,,,6.0,VMC,0.0,6.0,0.0,False,Piper PA-31-350
2007-11-05,Non-Fatal,Substantial,Piper,PA-18-150,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18-150
2007-11-06,Non-Fatal,Substantial,Beech,E18S,2.0,Reciprocating,,,,,2.0,VMC,0.0,2.0,0.0,False,Beech E18S
2007-11-06,Non-Fatal,Substantial,Cessna,C208B,1.0,Turbo Prop,Business,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna C208B
2007-11-06,Fatal(3),Destroyed,Cessna,340,2.0,Reciprocating,Business,3.0,0.0,0.0,0.0,IMC,3.0,3.0,1.0,True,Cessna 340
2007-11-06,Fatal(2),Destroyed,Beech,A100,2.0,Turbo Prop,Executive/Corporate,2.0,,,,IMC,2.0,2.0,1.0,True,Beech A100
2007-11-08,Non-Fatal,Substantial,Beech,A36,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Beech A36
2007-11-08,Fatal(2),Destroyed,Cessna,T182T,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,True,Cessna T182T
2007-11-09,Fatal(3),Destroyed,Piper,PA-60-602P,2.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,True,Piper PA-60-602P
2007-11-12,Non-Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Piper PA-28-180
2007-11-14,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-140
2007-11-15,Fatal(3),Destroyed,Piper,PA-28R-200,1.0,Reciprocating,Instructional,3.0,,,,VMC,3.0,3.0,1.0,True,Piper PA-28R-200
2007-11-16,Non-Fatal,Substantial,Piper,PA-28-140,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-140
2007-11-17,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 150
2007-11-17,Incident,Minor,Boeing,737-300,2.0,Turbo Fan,,,,,138.0,VMC,0.0,138.0,0.0,False,Boeing 737-300
2007-11-18,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna 172
2007-11-21,Fatal(1),Substantial,Cirrus,SR20,1.0,Reciprocating,Personal,1.0,2.0,,,IMC,3.0,3.0,1.0,False,Cirrus SR20
2007-11-21,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna 172N
2007-11-25,Fatal(4),Destroyed,Cirrus,SR22,1.0,Reciprocating,Personal,4.0,,,,VMC,4.0,4.0,1.0,True,Cirrus SR22
2007-11-27,Fatal(2),Destroyed,Cessna,T210M,1.0,Reciprocating,Personal,2.0,1.0,0.0,0.0,VMC,3.0,3.0,1.0,True,Cessna T210M
2007-11-28,Fatal(2),Substantial,Cessna,172N,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,2.0,2.0,1.0,False,Cessna 172N
2007-11-29,Non-Fatal,Substantial,Piper,PA-18-135,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-18-135
2007-12-01,Non-Fatal,Substantial,Cessna,172N,1.0,Reciprocating,Instructional,,,2.0,,VMC,0.0,2.0,0.0,False,Cessna 172N
2007-12-01,Non-Fatal,Destroyed,Cirrus,SR22,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,True,Cirrus SR22
2007-12-02,Non-Fatal,Substantial,Cessna,551,2.0,Turbo Fan,Personal,,,,8.0,VMC,0.0,8.0,0.0,False,Cessna 551
2007-12-05,Fatal(2),Destroyed,Cessna,208B,2.0,Turbo Prop,,2.0,,,,IMC,2.0,2.0,1.0,True,Cessna 208B
2007-12-06,Non-Fatal,Substantial,Piper,PA-28-180,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-180
2007-12-07,Fatal(2),Destroyed,Cessna,R182,1.0,Reciprocating,Instructional,2.0,,,,VMC,2.0,2.0,1.0,True,Cessna R182
2007-12-08,Fatal(2),Substantial,Cessna,T210N,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,2.0,2.0,1.0,False,Cessna T210N
2007-12-08,Fatal(2),Destroyed,Cessna,152,1.0,Reciprocating,Instructional,2.0,,,,VMC,2.0,2.0,1.0,True,Cessna 152
2007-12-08,Fatal(2),Destroyed,Piper,PA-30,2.0,Reciprocating,Personal,2.0,,,,VMC,2.0,2.0,1.0,True,Piper PA-30
2007-12-10,Fatal(2),Destroyed,Beech,200,2.0,Turbo Prop,Executive/Corporate,2.0,,,2.0,IMC,2.0,4.0,0.5,True,Beech 200
2007-12-11,Fatal(3),Destroyed,Beech,A36TC,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC,3.0,3.0,1.0,True,Beech A36TC
2007-12-12,Non-Fatal,Substantial,Piper,PA-31T,2.0,Turbo Prop,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-31T
2007-12-13,Non-Fatal,Substantial,Maule,M-7-235,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Maule M-7-235
2007-12-13,Non-Fatal,Substantial,Piper,PA32-260,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,0.0,2.0,0.0,False,Piper PA32-260
2007-12-14,Non-Fatal,Substantial,Embraer,EMB-190,2.0,Turbo Fan,Positioning,,,,5.0,IMC,0.0,5.0,0.0,False,Embraer EMB-190
2007-12-14,Non-Fatal,Substantial,Boeing,B747-433BCF,4.0,,Positioning,,,,5.0,IMC,0.0,5.0,0.0,False,Boeing B747-433BCF
2007-12-14,Non-Fatal,Minor,Boeing,777-222,2.0,Turbo Fan,,0.0,1.0,0.0,263.0,VMC,1.0,264.0,0.003787878787878788,False,Boeing 777-222
2007-12-16,Non-Fatal,Substantial,Bombardier,CL600-2B19,2.0,Turbo Fan,,,,,34.0,IMC,0.0,34.0,0.0,False,Bombardier CL600-2B19
2007-12-17,Incident,Minor,Embraer,145,2.0,,,,,,53.0,VMC,0.0,53.0,0.0,False,Embraer 145
2007-12-18,Non-Fatal,Substantial,Cessna,208B,1.0,Turbo Prop,,,1.0,1.0,,VMC,1.0,2.0,0.5,False,Cessna 208B
2007-12-19,Non-Fatal,Substantial,Cessna,Citation 510,2.0,Turbo Jet,Ferry,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna Citation 510
2007-12-19,Non-Fatal,Substantial,Cessna,310P,2.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 310P
2007-12-20,Non-Fatal,Substantial,Cessna,210,1.0,Reciprocating,Personal,,,,3.0,VMC,0.0,3.0,0.0,False,Cessna 210
2007-12-20,Non-Fatal,Substantial,Douglas,DC-3T,2.0,,Public Aircraft - Federal,0.0,0.0,1.0,9.0,VMC,0.0,10.0,0.0,False,Douglas DC-3T
2007-12-20,Fatal(3),Destroyed,Beech,V35B,1.0,Reciprocating,Personal,3.0,,,,IMC,3.0,3.0,1.0,True,Beech V35B
2007-12-21,Fatal(2),Destroyed,Cessna,310,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,,2.0,2.0,1.0,True,Cessna 310
2007-12-22,Non-Fatal,Substantial,Cessna,170B,1.0,Reciprocating,Personal,,,,4.0,VMC,0.0,4.0,0.0,False,Cessna 170B
2007-12-22,Non-Fatal,Substantial,Champion,7GCAA,1.0,Reciprocating,Personal,,,,2.0,VMC,0.0,2.0,0.0,False,Champion 7GCAA
2007-12-24,Incident,Minor,Piper,PA-32R,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-32R
2007-12-25,Non-Fatal,,Airbus,A330-323,2.0,Turbo Fan,,0.0,1.0,3.0,291.0,VMC,1.0,295.0,0.003389830508474576,False,Airbus A330-323
2007-12-25,Non-Fatal,,Douglas,DC-9-83,2.0,Turbo Fan,,0.0,2.0,0.0,112.0,VMC,2.0,114.0,0.017543859649122806,False,Douglas DC-9-83
2007-12-26,Non-Fatal,Substantial,Mooney,M20E,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,0.0,2.0,0.0,False,Mooney M20E
2007-12-26,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Cessna 172P
2007-12-26,Non-Fatal,Substantial,Piper,PA-22-150,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-22-150
2007-12-26,Incident,Minor,Piper,PA-46-310P,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,0.0,4.0,0.0,False,Piper PA-46-310P
2007-12-27,Fatal(1),Destroyed,Cessna,310R,2.0,Reciprocating,Personal,1.0,1.0,,,IMC,2.0,2.0,1.0,True,Cessna 310R
2007-12-29,Non-Fatal,Substantial,Piper,PA-46-310P,1.0,Reciprocating,Personal,,,,5.0,VMC,0.0,5.0,0.0,False,Piper PA-46-310P
2007-12-31,Non-Fatal,Substantial,Piper,PA-12,1.0,Reciprocating,Instructional,,,,2.0,VMC,0.0,2.0,0.0,False,Piper PA-12
2008-01-02,Non-Fatal,Substantial,Beech,A36,1.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,0.0,3.0,0.0,False,Beech A36
2008-01-05,Fatal,Substantial,Piper,PA-31-350,2.0,Reciprocating,,6.0,1.0,3.0,0.0,VMC,7.0,10.0,0.7,False,Piper PA-31-350
2008-01-05,Non-Fatal,Substantial,Piper,PA-32R-300,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-32R-300
2008-01-06,Non-Fatal,Substantial,Piper,PA-28-161,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Piper PA-28-161
2008-01-06,Non-Fatal,Substantial,Cessna,170A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 170A
2008-01-07,Non-Fatal,Substantial,Bellanca,7GCBC,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Bellanca 7GCBC
2008-01-08,Non-Fatal,,Boeing,737-2H4,2.0,Turbo Fan,,0.0,0.0,0.0,38.0,VMC,0.0,38.0,0.0,False,Boeing 737-2H4
2008-01-09,Non-Fatal,Substantial,Airbus,A319-114,2.0,Turbo Fan,,0.0,0.0,0.0,73.0,VMC,0.0,73.0,0.0,False,Airbus A319-114
2008-01-10,Non-Fatal,Substantial,Cessna,150G,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,0.0,2.0,0.0,False,Cessna 150G
